method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_01pct,near-wake,v1_mode,v,phase_deg,-16.173148811783793,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode,v,n,16393,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode,v,rel_L2,0.32750394083486484,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode,v,amp_ratio,0.8113977736232508,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode,v,corr,0.9676859042948462,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode,v,phase_deg,-8.98019266938192,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode,v,n,12460,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode,v,rel_L2,0.3249072452981911,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode,v,amp_ratio,0.8110603267772551,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode,v,corr,0.9693862586189862,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode,v,phase_deg,-9.195351535111259,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode,v,n,6298,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode,v,rel_L2,9.978337335012958,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode,v,amp_ratio,10.364851180213302,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode,v,corr,0.47685145370807236,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode,v,phase_deg,26.284745229539226,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode,v,n,51654,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode,v,rel_L2,0.40752948311166604,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode,v,amp_ratio,0.8516581303594639,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode,v,corr,0.9336156017305978,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode,v,phase_deg,-11.331940087529448,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode_window_convention,v,n,13715,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode_window_convention,v,rel_L2,0.67479746056577,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode_window_convention,v,amp_ratio,0.6084748092946866,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode_window_convention,v,corr,0.7518662120288071,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode_window_convention,v,phase_deg,0.8183144831841105,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode_window_convention,v,n,15248,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode_window_convention,v,rel_L2,0.36837959342773674,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode_window_convention,v,amp_ratio,0.8928871173386282,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode_window_convention,v,corr,0.9304627814251119,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode_window_convention,v,phase_deg,0.45582096689958007,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode_window_convention,v,n,16393,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode_window_convention,v,rel_L2,0.3193463283669929,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode_window_convention,v,amp_ratio,0.8113977736232508,5376,0.0011841028463095427
